# EDCF-Shield (our method) results
# MCC DECREASES with attack% (Eq 3.4 mobility camouflage)
method,scenario,key_type,atk_count,atk_pct,cycle,row_type,time_s,TP,TN,FP,FN,Accuracy,MCC,F1,Precision,Recall,DetRate_pct,PDR_pct,ch_load_pct
EDCF-Shield,v3b,STOLEN_KEY,40,48.19,7,CUMULATIVE,40.0,160,19260,3536,20,0.845230,0.176079,0.082559,0.043290,0.888889,99.90,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,40,48.19,8,CYCLE,40.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,40,48.19,8,CUMULATIVE,40.0,160,19260,3536,20,0.845230,0.176079,0.082559,0.043290,0.888889,99.90,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,1,CYCLE,10.0,160,4115,736,5,0.852273,0.380886,0.301602,0.178571,0.969697,99.88,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,1,CUMULATIVE,10.0,160,4115,736,5,0.852273,0.380886,0.301602,0.178571,0.969697,99.88,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,2,CYCLE,10.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,2,CUMULATIVE,10.0,160,4115,736,5,0.852273,0.380886,0.301602,0.178571,0.969697,99.88,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,3,CYCLE,20.0,0,7995,932,5,0.895096,-0.008078,0.000000,0.000000,0.000000,99.94,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,3,CUMULATIVE,20.0,160,12110,1668,10,0.879696,0.266657,0.160160,0.087527,0.941176,99.92,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,4,CYCLE,20.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,4,CUMULATIVE,20.0,160,12110,1668,10,0.879696,0.266657,0.160160,0.087527,0.941176,99.92,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,5,CYCLE,30.0,0,7995,932,5,0.895096,-0.008078,0.000000,0.000000,0.000000,99.94,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,5,CUMULATIVE,30.0,160,20105,2600,15,0.885708,0.213933,0.109029,0.057971,0.914286,99.93,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,6,CYCLE,30.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,60,72.29,6,CUMULATIVE,30.0,160,20105,2600,15,0.885708,0.213933,0.109029,0.057971,0.914286,99.93,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,80,96.39,1,CYCLE,10.0,0,4423,96,5,0.977675,-0.004898,0.000000,0.000000,0.000000,99.89,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,80,96.39,1,CUMULATIVE,10.0,0,4423,96,5,0.977675,-0.004898,0.000000,0.000000,0.000000,99.89,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,80,96.39,2,CYCLE,10.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,80,96.39,2,CUMULATIVE,10.0,0,4423,96,5,0.977675,-0.004898,0.000000,0.000000,0.000000,99.89,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,80,96.39,3,CYCLE,20.0,0,10659,132,5,0.987310,-0.002395,0.000000,0.000000,0.000000,99.95,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,80,96.39,3,CUMULATIVE,20.0,0,15082,228,10,0.984465,-0.003141,0.000000,0.000000,0.000000,99.93,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,80,96.39,4,CYCLE,20.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v3b,STOLEN_KEY,80,96.39,4,CUMULATIVE,20.0,0,15082,228,10,0.984465,-0.003141,0.000000,0.000000,0.000000,99.93,100.00,0.00
