# EDCF-Shield (our method) results
# MCC DECREASES with attack% (Eq 3.4 mobility camouflage)
method,scenario,key_type,atk_count,atk_pct,cycle,row_type,time_s,TP,TN,FP,FN,Accuracy,MCC,F1,Precision,Recall,DetRate_pct,PDR_pct,ch_load_pct
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,4,CYCLE,20.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,4,CUMULATIVE,20.0,300,12565,1640,275,0.870433,0.232650,0.238569,0.154639,0.521739,97.86,28.66,89.17
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,5,CYCLE,30.0,0,8000,1000,0,0.888889,0.000001,0.000000,0.000000,0.000000,100.00,27.11,91.11
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,5,CUMULATIVE,30.0,300,20565,2640,275,0.877418,0.190384,0.170697,0.102041,0.521739,98.68,28.07,89.91
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,6,CYCLE,30.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,6,CUMULATIVE,30.0,300,20565,2640,275,0.877418,0.190384,0.170697,0.102041,0.521739,98.68,28.07,89.91
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,7,CYCLE,40.0,0,8000,1000,0,0.888889,0.000001,0.000000,0.000000,0.000000,100.00,27.11,91.11
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,7,CUMULATIVE,40.0,300,28565,3640,275,0.880567,0.164994,0.132890,0.076142,0.521739,99.05,27.81,90.24
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,8,CYCLE,40.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v1b,STOLEN_KEY,40,48.19,8,CUMULATIVE,40.0,300,28565,3640,275,0.880567,0.164994,0.132890,0.076142,0.521739,99.05,27.81,90.24
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,1,CYCLE,10.0,300,5785,640,275,0.869286,0.339950,0.396040,0.319149,0.521739,95.46,29.14,88.57
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,1,CUMULATIVE,10.0,300,5785,640,275,0.869286,0.339950,0.396040,0.319149,0.521739,95.46,29.14,88.57
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,2,CYCLE,10.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,2,CUMULATIVE,10.0,300,5785,640,275,0.869286,0.339950,0.396040,0.319149,0.521739,95.46,29.14,88.57
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,3,CYCLE,20.0,0,12000,1000,0,0.923077,0.000001,0.000000,0.000000,0.000000,100.00,24.92,93.85
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,3,CUMULATIVE,20.0,300,17785,1640,275,0.904250,0.246914,0.238569,0.154639,0.521739,98.48,26.40,92.00
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,4,CYCLE,20.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,4,CUMULATIVE,20.0,300,17785,1640,275,0.904250,0.246914,0.238569,0.154639,0.521739,98.48,26.40,92.00
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,5,CYCLE,30.0,0,12000,1000,0,0.923077,0.000001,0.000000,0.000000,0.000000,100.00,24.92,93.85
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,5,CUMULATIVE,30.0,300,29785,2640,275,0.911667,0.202244,0.170697,0.102041,0.521739,99.09,25.82,92.73
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,6,CYCLE,30.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,6,CUMULATIVE,30.0,300,29785,2640,275,0.911667,0.202244,0.170697,0.102041,0.521739,99.09,25.82,92.73
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,7,CYCLE,40.0,0,12000,1000,0,0.923077,0.000001,0.000000,0.000000,0.000000,100.00,24.92,93.85
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,7,CUMULATIVE,40.0,300,41785,3640,275,0.914891,0.175321,0.132890,0.076142,0.521739,99.35,25.57,93.04
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,8,CYCLE,40.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,8,CUMULATIVE,40.0,300,41785,3640,275,0.914891,0.175321,0.132890,0.076142,0.521739,99.35,25.57,93.04
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,9,CYCLE,50.0,0,12000,1000,0,0.923077,0.000001,0.000000,0.000000,0.000000,100.00,24.92,93.85
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,9,CUMULATIVE,50.0,300,53785,4640,275,0.916695,0.156881,0.108794,0.060729,0.521739,99.49,25.42,93.22
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,10,CYCLE,50.0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.00,100.00,0.00
EDCF-Shield,v1b,STOLEN_KEY,60,72.29,10,CUMULATIVE,50.0,300,53785,4640,275,0.916695,0.156881,0.108794,0.060729,0.521739,99.49,25.42,93.22
