sim_time_s,global_tp,global_tn,global_fp,global_fn,accuracy,fpr,mcc,f1_v1,f1_v2,f1_v3,pdr,avg_latency_ms,tm_rate_per_s,tm_delta_pct,broadcast_amplification_gamma,alert_depth_max,eps_topo,flowmod_excess_rate,avg_mitigation_latency_ms,cpu_pct,mem_mb
11.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,400.0000,7900.0000,1.0000,0,0.0000,0.0000,0.0000,516.3326,141.5234
12.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,400.0000,7900.0000,1.0000,0,0.0000,0.0000,0.0000,514.7683,141.5234
13.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,400.0000,7900.0000,1.0000,0,0.0000,0.0000,0.0000,513.0704,141.5234
14.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,400.0000,7900.0000,1.0000,0,0.0000,0.0000,0.0000,513.3324,141.5234
1.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-100.0000,1.0000,0,0.0000,0.0000,0.0000,534.5131,141.2852
2.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,2100.0000,1.0000,0,0.0000,0.0000,0.0000,525.3362,141.4727
3.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,310.0000,6100.0000,1.0000,0,0.0000,0.0000,0.0000,517.7485,141.4727
4.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,510.0000,10100.0000,1.0000,0,0.0000,0.0000,0.0000,522.0004,141.4766
5.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,710.0000,14100.0000,1.0000,0,0.0000,0.0000,0.0000,518.3325,141.4766
6.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,515.1413,141.4805
7.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,512.9981,141.4805
8.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,512.9983,141.4805
9.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,511.3982,141.4805
10.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,510.2709,141.4805
11.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,510.1650,141.4805
12.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,510.3831,141.4805
13.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,512.8560,141.4805
14.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,513.5991,141.4805
15.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,512.9991,141.4805
16.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,511.7049,141.4805
17.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,510.9434,141.4805
18.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,512.2097,141.4805
19.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,511.3991,141.4805
20.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,510.4752,141.4805
21.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,510.5900,141.4805
22.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,509.7817,141.4805
23.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,800.0000,15900.0000,1.0000,0,0.0000,0.0000,0.0000,508.8740,141.4805
1.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-100.0000,1.0000,0,0.0000,0.0000,0.0000,540.5189,141.2930
2.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,2100.0000,1.0000,0,0.0000,0.0000,0.0000,528.3381,141.4727
3.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,310.0000,6100.0000,1.0000,0,0.0000,0.0000,0.0000,524.2516,141.4727
4.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,510.0000,10100.0000,1.0000,0,0.0000,0.0000,0.0000,518.7992,141.4766
5.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,710.0000,14100.0000,1.0000,0,0.0000,0.0000,0.0000,528.0023,141.4766
6.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,910.0000,18100.0000,1.0000,0,0.0000,0.0000,0.0000,523.2864,141.4922
7.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1110.0000,22100.0000,1.0000,0,0.0000,0.0000,0.0000,520.1248,141.4922
8.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,518.7773,141.4922
9.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,516.8992,141.4922
10.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,515.0899,141.4922
11.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,514.4156,141.4922
12.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,512.6142,141.4922
13.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,511.7845,141.4922
14.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,512.4656,141.4922
15.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,511.8114,141.4922
16.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,512.1167,141.4922
17.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,510.7211,141.4922
18.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,510.6832,141.4922
