sim_time_s,global_tp,global_tn,global_fp,global_fn,accuracy,fpr,mcc,f1_v1,f1_v2,f1_v3,pdr,avg_latency_ms,tm_rate_per_s,tm_delta_pct,broadcast_amplification_gamma,alert_depth_max,eps_topo,flowmod_excess_rate,avg_mitigation_latency_ms,cpu_pct,mem_mb
19.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,512.7992,141.4922
20.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,511.8087,141.4922
21.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,511.2264,141.4922
22.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,510.2600,141.4922
23.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,509.4991,141.4922
24.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,509.1591,141.4922
25.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,508.6914,141.4922
26.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,507.8139,141.4922
27.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,508.6777,141.4922
28.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,510.2752,141.4922
29.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,509.6326,141.4922
30.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,509.6445,141.4922
31.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1200.0000,23900.0000,1.0000,0,0.0000,0.0000,0.0000,509.4993,141.4922
1.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-100.0000,1.0000,0,0.0000,0.0000,0.0000,514.9944,141.2344
2.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,2100.0000,1.0000,0,0.0000,0.0000,0.0000,507.3247,141.4102
3.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,310.0000,6100.0000,1.0000,0,0.0000,0.0000,0.0000,506.7432,141.4102
4.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,510.0000,10100.0000,1.0000,0,0.0000,0.0000,0.0000,512.7969,141.4258
5.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,710.0000,14100.0000,1.0000,0,0.0000,0.0000,0.0000,509.8298,141.4258
6.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,910.0000,18100.0000,1.0000,0,0.0000,0.0000,0.0000,510.9973,141.4258
7.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1110.0000,22100.0000,1.0000,0,0.0000,0.0000,0.0000,512.9981,141.4258
8.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1310.0000,26100.0000,1.0000,0,0.0000,0.0000,0.0000,510.9979,141.4258
9.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1510.0000,30100.0000,1.0000,0,0.0000,0.0000,0.0000,515.0989,141.4258
10.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,515.4536,141.4258
11.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,513.8322,141.4258
12.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,511.8448,141.4258
13.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,510.4986,141.4258
14.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,509.7319,141.4258
15.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,508.3110,141.4258
16.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,507.2926,141.4258
17.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,509.7766,141.4258
18.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,509.4725,141.4258
19.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1600.0000,31900.0000,1.0000,0,0.0000,0.0000,0.0000,508.9489,141.4258
1.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-100.0000,1.0000,0,0.0000,0.0000,0.0000,530.5093,141.2852
2.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,2100.0000,1.0000,0,0.0000,0.0000,0.0000,522.6678,141.4570
3.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,330.0000,6500.0000,1.0000,0,0.0000,0.0000,0.0000,519.2492,141.4570
4.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,515.3979,141.4648
5.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,515.4983,141.4648
6.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,515.9987,141.4648
7.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,513.1231,141.4648
8.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,510.7756,141.4648
9.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,510.4980,141.4648
10.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,508.9979,141.4648
11.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,507.9146,141.4648
12.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,507.6904,141.4648
13.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,507.1410,141.4648
14.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,507.5983,141.4648
15.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,507.4359,141.4648
16.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,507.2338,141.4648
17.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,506.1651,141.4648
18.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,505.3669,141.4648
19.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,506.4986,141.4648
20.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,505.8558,141.4648
21.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.0000,8300.0000,1.0000,0,0.0000,0.0000,0.0000,505.2714,141.4648
1.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-100.0000,1.0000,0,0.0000,0.0000,0.0000,516.9963,141.3867
2.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,2100.0000,1.0000,0,0.0000,0.0000,0.0000,509.9931,141.5625
3.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,330.0000,6500.0000,1.0000,0,0.0000,0.0000,0.0000,507.7437,141.5625
4.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,530.0000,10500.0000,1.0000,0,0.0000,0.0000,0.0000,518.3991,141.5664
5.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,730.0000,14500.0000,1.0000,0,0.0000,0.0000,0.0000,514.8314,141.5703
6.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,513.2836,141.5859
7.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.6225,141.5859
8.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.1086,141.5859
9.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.5980,141.5859
10.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.2707,141.5859
11.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.6650,141.5859
12.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,515.7685,141.5859
13.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,514.0705,141.5859
14.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,513.2657,141.5859
15.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,511.9364,141.5859
16.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,511.2930,141.5859
17.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,511.8879,141.5859
18.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,512.5781,141.5859
19.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,512.9992,141.5859
20.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,511.9992,141.5859
21.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,511.2264,141.5859
22.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,511.7819,141.5859
23.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.9159,141.5859
24.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.9192,141.5859
25.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,511.2685,141.5859
26.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,511.3327,141.5859
27.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.5707,141.5859
28.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.2752,141.5859
29.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.0660,141.5859
30.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.4186,141.5859
31.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.8119,141.5859
32.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.9994,141.5859
33.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,510.3523,141.5859
34.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.7137,141.5859
35.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.4438,141.5859
36.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,508.8372,141.5859
37.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,508.3415,141.5859
38.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,508.3840,141.5859
39.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.1744,141.5859
40.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,508.8043,141.5859
41.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.3090,141.5859
42.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.2320,141.5859
43.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,508.8177,141.5859
44.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,508.4439,141.5859
45.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.4343,141.5859
46.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,509.0421,141.5859
47.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,820.0000,16300.0000,1.0000,0,0.0000,0.0000,0.0000,508.5620,141.5859
1.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-100.0000,1.0000,0,0.0000,0.0000,0.0000,506.9867,141.2930
2.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,2100.0000,1.0000,0,0.0000,0.0000,0.0000,522.0007,141.4727
3.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,330.0000,6500.0000,1.0000,0,0.0000,0.0000,0.0000,520.7500,141.4727
4.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,530.0000,10500.0000,1.0000,0,0.0000,0.0000,0.0000,515.7981,141.4844
5.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,730.0000,14500.0000,1.0000,0,0.0000,0.0000,0.0000,517.4989,141.4844
6.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,930.0000,18500.0000,1.0000,0,0.0000,0.0000,0.0000,514.4268,141.4961
7.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1130.0000,22500.0000,1.0000,0,0.0000,0.0000,0.0000,512.4980,141.4961
8.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,515.4433,141.4961
9.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,513.0985,141.4961
10.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,511.3620,141.4961
11.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,509.7482,141.4961
12.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,509.3829,141.4961
13.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,507.9982,141.4961
14.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,506.5315,141.4961
15.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,507.3734,141.4961
16.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,508.1750,141.4961
17.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,507.3875,141.4961
18.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,508.7883,141.4961
19.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,508.4988,141.4961
20.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,507.4750,141.4961
21.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,506.8624,141.4961
22.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,508.3903,141.4961
23.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,507.6656,141.4961
24.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,506.7989,141.4961
25.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,507.0374,141.4961
26.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,506.2953,141.4961
27.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.6418,141.4961
28.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.3093,141.4961
29.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.7657,141.4961
30.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,506.1281,141.4961
31.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,506.0929,141.4961
32.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,506.0597,141.4961
33.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.5285,141.4961
34.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.1706,141.4961
35.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.7770,141.4961
36.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.8100,141.4961
37.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.4729,141.4961
38.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.7428,141.4961
39.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.3993,141.4961
40.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.0724,141.4961
41.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.4279,141.4961
42.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,505.8365,141.4961
43.9981,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1220.0000,24300.0000,1.0000,0,0.0000,0.0000,0.0000,506.4085,141.4961
