variant,mu,gamma,val_MCC
V2,0.85,0.57,0.8421
V2,0.85,0.58,0.843
V2,0.85,0.59,0.8409
V2,0.85,0.6,0.8404
V2,0.85,0.61,0.8388
V2,0.85,0.62,0.8387
V2,0.85,0.63,0.8387
V2,0.85,0.64,0.8376
V2,0.85,0.65,0.8375
V2,0.85,0.66,0.8379
V2,0.85,0.67,0.8379
V2,0.85,0.68,0.8402
V2,0.85,0.69,0.8397
V2,0.85,0.7,0.8407
V2,0.85,0.71,0.8421
V2,0.85,0.72,0.8416
V2,0.85,0.73,0.8395
V2,0.85,0.74,0.8389
V2,0.85,0.75,0.8363
V2,0.85,0.76,0.8353
V2,0.85,0.77,0.8342
V2,0.85,0.78,0.8332
V2,0.85,0.79,0.8311
V2,0.85,0.8,0.83
V2,0.85,0.81,0.8269
V2,0.85,0.82,0.8238
V2,0.85,0.83,0.8243
V2,0.85,0.84,0.8211
V2,0.85,0.85,0.819
V2,0.85,0.86,0.8174
V2,0.85,0.87,0.8159
V2,0.85,0.88,0.8163
V2,0.85,0.89,0.8132
V2,0.85,0.9,0.8111
V2,0.85,0.91,0.8079
V2,0.85,0.92,0.8095
V2,0.85,0.93,0.8064
V2,0.85,0.94,0.8011
V2,0.85,0.95,0.7954
V2,0.9,0.05,0.6642
V2,0.9,0.06,0.6642
V2,0.9,0.07,0.6642
V2,0.9,0.08,0.6642
V2,0.9,0.09,0.7585
V2,0.9,0.1,0.8047
V2,0.9,0.11,0.8225
V2,0.9,0.12,0.8267
V2,0.9,0.13,0.8279
V2,0.9,0.14,0.833
V2,0.9,0.15,0.8341
V2,0.9,0.16,0.8315
V2,0.9,0.17,0.8342
V2,0.9,0.18,0.8344
V2,0.9,0.19,0.8334
V2,0.9,0.2,0.8348
V2,0.9,0.21,0.8336
V2,0.9,0.22,0.832
V2,0.9,0.23,0.8325
V2,0.9,0.24,0.8286
V2,0.9,0.25,0.8286
V2,0.9,0.26,0.83
V2,0.9,0.27,0.8312
V2,0.9,0.28,0.8295
V2,0.9,0.29,0.8312
V2,0.9,0.3,0.8318
V2,0.9,0.31,0.8347
V2,0.9,0.32,0.8354
V2,0.9,0.33,0.8402
V2,0.9,0.34,0.8415
V2,0.9,0.35,0.8441
V2,0.9,0.36,0.843
V2,0.9,0.37,0.8443
V2,0.9,0.38,0.8447
V2,0.9,0.39,0.8441
V2,0.9,0.4,0.8455
V2,0.9,0.41,0.8439
V2,0.9,0.42,0.8438
V2,0.9,0.43,0.8426
V2,0.9,0.44,0.8426
V2,0.9,0.45,0.8415
V2,0.9,0.46,0.8419
V2,0.9,0.47,0.8424
V2,0.9,0.48,0.8428
V2,0.9,0.49,0.8428
V2,0.9,0.5,0.8441
V2,0.9,0.51,0.8446
V2,0.9,0.52,0.8435
V2,0.9,0.53,0.8428
V2,0.9,0.54,0.8418
V2,0.9,0.55,0.8417
V2,0.9,0.56,0.843
V2,0.9,0.57,0.8415
V2,0.9,0.58,0.8409
V2,0.9,0.59,0.8399
V2,0.9,0.6,0.8392
V2,0.9,0.61,0.8382
V2,0.9,0.62,0.8387
V2,0.9,0.63,0.8381
V2,0.9,0.64,0.838
V2,0.9,0.65,0.8374
V2,0.9,0.66,0.8393
V2,0.9,0.67,0.8402
V2,0.9,0.68,0.8397
V2,0.9,0.69,0.8407
V2,0.9,0.7,0.8421
V2,0.9,0.71,0.8416
V2,0.9,0.72,0.8395
V2,0.9,0.73,0.8389
V2,0.9,0.74,0.8368
V2,0.9,0.75,0.8353
V2,0.9,0.76,0.8343
V2,0.9,0.77,0.8337
V2,0.9,0.78,0.8326
V2,0.9,0.79,0.8306
V2,0.9,0.8,0.829
V2,0.9,0.81,0.8259
V2,0.9,0.82,0.8233
V2,0.9,0.83,0.8237
V2,0.9,0.84,0.8211
V2,0.9,0.85,0.819
V2,0.9,0.86,0.8174
V2,0.9,0.87,0.8159
V2,0.9,0.88,0.8158
V2,0.9,0.89,0.8137
V2,0.9,0.9,0.8111
V2,0.9,0.91,0.8069
V2,0.9,0.92,0.8085
V2,0.9,0.93,0.8095
V2,0.9,0.94,0.8027
V2,0.9,0.95,0.7975
V2,0.95,0.05,0.7794
V2,0.95,0.06,0.8102
V2,0.95,0.07,0.8258
V2,0.95,0.08,0.8273
V2,0.95,0.09,0.8278
V2,0.95,0.1,0.8333
V2,0.95,0.11,0.8341
V2,0.95,0.12,0.8315
V2,0.95,0.13,0.8343
V2,0.95,0.14,0.8347
V2,0.95,0.15,0.834
V2,0.95,0.16,0.8344
V2,0.95,0.17,0.8335
V2,0.95,0.18,0.8313
V2,0.95,0.19,0.8318
V2,0.95,0.2,0.8319
V2,0.95,0.21,0.8293
V2,0.95,0.22,0.8302
V2,0.95,0.23,0.8309
V2,0.95,0.24,0.8306
V2,0.95,0.25,0.8299
V2,0.95,0.26,0.8302
V2,0.95,0.27,0.8323
V2,0.95,0.28,0.8352
V2,0.95,0.29,0.8363
V2,0.95,0.3,0.8402
V2,0.95,0.31,0.8415
V2,0.95,0.32,0.8441
V2,0.95,0.33,0.843
V2,0.95,0.34,0.8443
V2,0.95,0.35,0.8447
V2,0.95,0.36,0.8442
V2,0.95,0.37,0.8455
V2,0.95,0.38,0.8444
V2,0.95,0.39,0.8434
V2,0.95,0.4,0.8437
V2,0.95,0.41,0.8426
V2,0.95,0.42,0.8431
V2,0.95,0.43,0.8415
V2,0.95,0.44,0.8419
V2,0.95,0.45,0.8424
V2,0.95,0.46,0.8428
V2,0.95,0.47,0.8428
V2,0.95,0.48,0.8441
V2,0.95,0.49,0.8446
V2,0.95,0.5,0.8435
V2,0.95,0.51,0.8423
V2,0.95,0.52,0.8423
V2,0.95,0.53,0.8417
V2,0.95,0.54,0.8421
V2,0.95,0.55,0.8425
V2,0.95,0.56,0.8409
V2,0.95,0.57,0.8404
V2,0.95,0.58,0.8393
V2,0.95,0.59,0.8387
V2,0.95,0.6,0.8387
V2,0.95,0.61,0.8376
V2,0.95,0.62,0.8376
V2,0.95,0.63,0.8379
V2,0.95,0.64,0.8374
V2,0.95,0.65,0.8398
V2,0.95,0.66,0.8402
V2,0.95,0.67,0.8392
V2,0.95,0.68,0.8407
V2,0.95,0.69,0.8416
V2,0.95,0.7,0.8421
V2,0.95,0.71,0.8405
V2,0.95,0.72,0.8389
V2,0.95,0.73,0.8379
V2,0.95,0.74,0.8358
V2,0.95,0.75,0.8348
V2,0.95,0.76,0.8342
V2,0.95,0.77,0.8332
V2,0.95,0.78,0.8311
V2,0.95,0.79,0.8306
V2,0.95,0.8,0.8275
V2,0.95,0.81,0.8249
V2,0.95,0.82,0.8238
V2,0.95,0.83,0.8237
V2,0.95,0.84,0.8206
V2,0.95,0.85,0.819
V2,0.95,0.86,0.8169
V2,0.95,0.87,0.8159
V2,0.95,0.88,0.8158
V2,0.95,0.89,0.8137
V2,0.95,0.9,0.8111
V2,0.95,0.91,0.8069
V2,0.95,0.92,0.8085
V2,0.95,0.93,0.809
V2,0.95,0.94,0.8048
V2,0.95,0.95,0.8006
V2,1.0,0.05,0.8278
V2,1.0,0.06,0.8323
V2,1.0,0.07,0.8341
V2,1.0,0.08,0.8307
V2,1.0,0.09,0.8339
V2,1.0,0.1,0.8348
V2,1.0,0.11,0.8346
V2,1.0,0.12,0.835
V2,1.0,0.13,0.8337
V2,1.0,0.14,0.8324
V2,1.0,0.15,0.8315
V2,1.0,0.16,0.8325
V2,1.0,0.17,0.8286
V2,1.0,0.18,0.8291
V2,1.0,0.19,0.8296
V2,1.0,0.2,0.8313
V2,1.0,0.21,0.8306
V2,1.0,0.22,0.8299
V2,1.0,0.23,0.8302
V2,1.0,0.24,0.8323
V2,1.0,0.25,0.8352
V2,1.0,0.26,0.8367
V2,1.0,0.27,0.8402
V2,1.0,0.28,0.8411
V2,1.0,0.29,0.8437
V2,1.0,0.3,0.843
V2,1.0,0.31,0.8443
V2,1.0,0.32,0.8447
V2,1.0,0.33,0.8447
V2,1.0,0.34,0.8446
V2,1.0,0.35,0.8455
V2,1.0,0.36,0.8439
V2,1.0,0.37,0.8438
V2,1.0,0.38,0.8431
V2,1.0,0.39,0.8426
V2,1.0,0.4,0.842
V2,1.0,0.41,0.8415
V2,1.0,0.42,0.8419
V2,1.0,0.43,0.8424
V2,1.0,0.44,0.8428
V2,1.0,0.45,0.8428
V2,1.0,0.46,0.8441
V2,1.0,0.47,0.8446
V2,1.0,0.48,0.8435
V2,1.0,0.49,0.8423
V2,1.0,0.5,0.8428
V2,1.0,0.51,0.8417
V2,1.0,0.52,0.8426
V2,1.0,0.53,0.843
V2,1.0,0.54,0.8409
V2,1.0,0.55,0.8409
V2,1.0,0.56,0.8399
V2,1.0,0.57,0.8392
V2,1.0,0.58,0.8382
V2,1.0,0.59,0.8387
V2,1.0,0.6,0.8376
V2,1.0,0.61,0.8375
V2,1.0,0.62,0.8379
V2,1.0,0.63,0.8379
V2,1.0,0.64,0.8398
V2,1.0,0.65,0.8402
V2,1.0,0.66,0.8392
V2,1.0,0.67,0.8407
V2,1.0,0.68,0.8416
V2,1.0,0.69,0.8421
V2,1.0,0.7,0.8405
V2,1.0,0.71,0.839
V2,1.0,0.72,0.8384
V2,1.0,0.73,0.8358
V2,1.0,0.74,0.8353
V2,1.0,0.75,0.8343
V2,1.0,0.76,0.8337
V2,1.0,0.77,0.8326
V2,1.0,0.78,0.8306
V2,1.0,0.79,0.8295
V2,1.0,0.8,0.8269
V2,1.0,0.81,0.8238
V2,1.0,0.82,0.8248
V2,1.0,0.83,0.8227
V2,1.0,0.84,0.8206
V2,1.0,0.85,0.819
V2,1.0,0.86,0.8169
V2,1.0,0.87,0.8159
V2,1.0,0.88,0.8158
V2,1.0,0.89,0.8137
V2,1.0,0.9,0.8111
V2,1.0,0.91,0.809
V2,1.0,0.92,0.8085
V2,1.0,0.93,0.8095
V2,1.0,0.94,0.8074
V2,1.0,0.95,0.8017
V3,0.0,0.05,0.5636
V3,0.0,0.06,0.5636
V3,0.0,0.07,0.6274
V3,0.0,0.08,0.6642
V3,0.0,0.09,0.6642
V3,0.0,0.1,0.6642
V3,0.0,0.11,0.6642
V3,0.0,0.12,0.6642
V3,0.0,0.13,0.6642
V3,0.0,0.14,0.6642
V3,0.0,0.15,0.6642
V3,0.0,0.16,0.6642
V3,0.0,0.17,0.6642
V3,0.0,0.18,0.6642
V3,0.0,0.19,0.6642
V3,0.0,0.2,0.6642
V3,0.0,0.21,0.6642
V3,0.0,0.22,0.6642
V3,0.0,0.23,0.6642
V3,0.0,0.24,0.6642
V3,0.0,0.25,0.6642
V3,0.0,0.26,0.6642
V3,0.0,0.27,0.6642
V3,0.0,0.28,0.6642
V3,0.0,0.29,0.6642
V3,0.0,0.3,0.6642
V3,0.0,0.31,0.6642
V3,0.0,0.32,0.6642
V3,0.0,0.33,0.6642
V3,0.0,0.34,0.6642
V3,0.0,0.35,0.6642
V3,0.0,0.36,0.6642
V3,0.0,0.37,0.6642
V3,0.0,0.38,0.6642
V3,0.0,0.39,0.6642
V3,0.0,0.4,0.6642
V3,0.0,0.41,0.6642
V3,0.0,0.42,0.6642
V3,0.0,0.43,0.6642
V3,0.0,0.44,0.6642
V3,0.0,0.45,0.6642
V3,0.0,0.46,0.6642
V3,0.0,0.47,0.6642
V3,0.0,0.48,0.6642
V3,0.0,0.49,0.6642
V3,0.0,0.5,0.6642
V3,0.0,0.51,0.6642
V3,0.0,0.52,0.6642
V3,0.0,0.53,0.6642
V3,0.0,0.54,0.6642
V3,0.0,0.55,0.6642
V3,0.0,0.56,0.6642
V3,0.0,0.57,0.6642
V3,0.0,0.58,0.6642
V3,0.0,0.59,0.6642
V3,0.0,0.6,0.6642
V3,0.0,0.61,0.6642
V3,0.0,0.62,0.6642
V3,0.0,0.63,0.6642
V3,0.0,0.64,0.6642
V3,0.0,0.65,0.6642
V3,0.0,0.66,0.6642
V3,0.0,0.67,0.6642
V3,0.0,0.68,0.6642
V3,0.0,0.69,0.6642
V3,0.0,0.7,0.6642
V3,0.0,0.71,0.6642
V3,0.0,0.72,0.6642
V3,0.0,0.73,0.6642
V3,0.0,0.74,0.6642
V3,0.0,0.75,0.6642
V3,0.0,0.76,0.6642
V3,0.0,0.77,0.6642
V3,0.0,0.78,0.6642
V3,0.0,0.79,0.6642
V3,0.0,0.8,0.6642
V3,0.0,0.81,0.6642
V3,0.0,0.82,0.6642
V3,0.0,0.83,0.6642
V3,0.0,0.84,0.6642
V3,0.0,0.85,0.6642
V3,0.0,0.86,0.6642
V3,0.0,0.87,0.0
V3,0.0,0.88,0.0
V3,0.0,0.89,0.0
V3,0.0,0.9,0.0
V3,0.0,0.91,0.0
V3,0.0,0.92,0.0
V3,0.0,0.93,0.0
V3,0.0,0.94,0.0
V3,0.0,0.95,0.0
V3,0.05,0.05,0.5636
V3,0.05,0.06,0.5636
V3,0.05,0.07,0.6174
V3,0.05,0.08,0.6584
V3,0.05,0.09,0.6611
V3,0.05,0.1,0.6634
V3,0.05,0.11,0.6642
V3,0.05,0.12,0.6642
V3,0.05,0.13,0.6642
V3,0.05,0.14,0.6642
V3,0.05,0.15,0.6642
V3,0.05,0.16,0.6642
V3,0.05,0.17,0.6642
V3,0.05,0.18,0.6642
V3,0.05,0.19,0.6642
V3,0.05,0.2,0.6642
V3,0.05,0.21,0.6642
V3,0.05,0.22,0.6642
V3,0.05,0.23,0.6642
V3,0.05,0.24,0.6642
V3,0.05,0.25,0.6642
V3,0.05,0.26,0.6642
V3,0.05,0.27,0.6642
V3,0.05,0.28,0.6642
V3,0.05,0.29,0.6642
V3,0.05,0.3,0.6642
V3,0.05,0.31,0.6642
V3,0.05,0.32,0.6642
V3,0.05,0.33,0.6642
V3,0.05,0.34,0.6642
V3,0.05,0.35,0.6642
V3,0.05,0.36,0.6642
V3,0.05,0.37,0.6642
V3,0.05,0.38,0.6642
V3,0.05,0.39,0.6642
V3,0.05,0.4,0.6642
V3,0.05,0.41,0.6642
V3,0.05,0.42,0.6642
V3,0.05,0.43,0.6642
V3,0.05,0.44,0.6642
V3,0.05,0.45,0.6642
V3,0.05,0.46,0.6642
V3,0.05,0.47,0.6642
V3,0.05,0.48,0.6642
V3,0.05,0.49,0.6642
V3,0.05,0.5,0.6642
V3,0.05,0.51,0.6642
V3,0.05,0.52,0.6642
V3,0.05,0.53,0.6642
V3,0.05,0.54,0.6642
V3,0.05,0.55,0.6642
V3,0.05,0.56,0.6642
V3,0.05,0.57,0.6642
V3,0.05,0.58,0.6642
V3,0.05,0.59,0.6642
V3,0.05,0.6,0.6642
V3,0.05,0.61,0.6642
V3,0.05,0.62,0.6642
V3,0.05,0.63,0.6642
V3,0.05,0.64,0.6642
V3,0.05,0.65,0.6642
V3,0.05,0.66,0.6642
V3,0.05,0.67,0.6642
V3,0.05,0.68,0.6642
V3,0.05,0.69,0.6642
V3,0.05,0.7,0.6642
V3,0.05,0.71,0.6642
V3,0.05,0.72,0.6642
V3,0.05,0.73,0.6642
V3,0.05,0.74,0.6642
V3,0.05,0.75,0.6642
V3,0.05,0.76,0.6642
V3,0.05,0.77,0.6642
V3,0.05,0.78,0.6642
V3,0.05,0.79,0.6642
V3,0.05,0.8,0.6642
V3,0.05,0.81,0.6642
V3,0.05,0.82,0.6642
V3,0.05,0.83,0.6989
V3,0.05,0.84,0.7334
V3,0.05,0.85,0.7611
V3,0.05,0.86,0.7581
V3,0.05,0.87,0.7227
V3,0.05,0.88,0.0
V3,0.05,0.89,0.0
V3,0.05,0.9,0.0
V3,0.05,0.91,0.0
V3,0.05,0.92,0.0
V3,0.05,0.93,0.0
V3,0.05,0.94,0.0
V3,0.05,0.95,0.0
V3,0.1,0.05,0.5614
V3,0.1,0.06,0.5636
V3,0.1,0.07,0.6528
V3,0.1,0.08,0.6565
V3,0.1,0.09,0.6584
V3,0.1,0.1,0.6596
V3,0.1,0.11,0.6607
V3,0.1,0.12,0.6623
V3,0.1,0.13,0.6631
V3,0.1,0.14,0.6638
V3,0.1,0.15,0.6642
V3,0.1,0.16,0.6642
V3,0.1,0.17,0.6642
V3,0.1,0.18,0.6642
V3,0.1,0.19,0.6642
V3,0.1,0.2,0.6642
V3,0.1,0.21,0.6642
V3,0.1,0.22,0.6642
V3,0.1,0.23,0.6642
V3,0.1,0.24,0.6642
V3,0.1,0.25,0.6642
V3,0.1,0.26,0.6642
V3,0.1,0.27,0.6642
V3,0.1,0.28,0.6642
V3,0.1,0.29,0.6642
V3,0.1,0.3,0.6642
V3,0.1,0.31,0.6642
V3,0.1,0.32,0.6642
V3,0.1,0.33,0.6642
V3,0.1,0.34,0.6642
V3,0.1,0.35,0.6642
V3,0.1,0.36,0.6642
V3,0.1,0.37,0.6642
V3,0.1,0.38,0.6642
V3,0.1,0.39,0.6642
V3,0.1,0.4,0.6642
V3,0.1,0.41,0.6642
V3,0.1,0.42,0.6642
V3,0.1,0.43,0.6642
V3,0.1,0.44,0.6642
V3,0.1,0.45,0.6642
V3,0.1,0.46,0.6642
V3,0.1,0.47,0.6642
V3,0.1,0.48,0.6642
V3,0.1,0.49,0.6642
V3,0.1,0.5,0.6642
V3,0.1,0.51,0.6642
V3,0.1,0.52,0.6642
V3,0.1,0.53,0.6642
V3,0.1,0.54,0.6642
V3,0.1,0.55,0.6642
V3,0.1,0.56,0.6642
V3,0.1,0.57,0.6642
V3,0.1,0.58,0.6642
V3,0.1,0.59,0.6642
V3,0.1,0.6,0.6642
V3,0.1,0.61,0.6642
V3,0.1,0.62,0.6642
V3,0.1,0.63,0.6642
V3,0.1,0.64,0.6642
V3,0.1,0.65,0.6642
V3,0.1,0.66,0.6642
V3,0.1,0.67,0.6642
V3,0.1,0.68,0.6642
V3,0.1,0.69,0.6642
V3,0.1,0.7,0.6642
V3,0.1,0.71,0.6642
V3,0.1,0.72,0.6642
V3,0.1,0.73,0.6642
V3,0.1,0.74,0.6642
V3,0.1,0.75,0.6642
V3,0.1,0.76,0.6642
V3,0.1,0.77,0.6642
V3,0.1,0.78,0.6642
V3,0.1,0.79,0.6928
V3,0.1,0.8,0.7115
V3,0.1,0.81,0.7302
V3,0.1,0.82,0.7435
V3,0.1,0.83,0.7561
V3,0.1,0.84,0.7729
V3,0.1,0.85,0.7585
V3,0.1,0.86,0.7435
V3,0.1,0.87,0.725
V3,0.1,0.88,0.6681
V3,0.1,0.89,0.0
V3,0.1,0.9,0.0
V3,0.1,0.91,0.0
V3,0.1,0.92,0.0
V3,0.1,0.93,0.0
V3,0.1,0.94,0.0
V3,0.1,0.95,0.0
V3,0.15,0.05,0.5571
V3,0.15,0.06,0.608
V3,0.15,0.07,0.6524
V3,0.15,0.08,0.6558
V3,0.15,0.09,0.6573
V3,0.15,0.1,0.6584
V3,0.15,0.11,0.6584
V3,0.15,0.12,0.6596
V3,0.15,0.13,0.6607
V3,0.15,0.14,0.6615
V3,0.15,0.15,0.6623
V3,0.15,0.16,0.6631
V3,0.15,0.17,0.6638
V3,0.15,0.18,0.6638
V3,0.15,0.19,0.6642
V3,0.15,0.2,0.6642
V3,0.15,0.21,0.6642
V3,0.15,0.22,0.6642
V3,0.15,0.23,0.6642
V3,0.15,0.24,0.6642
V3,0.15,0.25,0.6642
V3,0.15,0.26,0.6642
V3,0.15,0.27,0.6642
V3,0.15,0.28,0.6642
V3,0.15,0.29,0.6642
V3,0.15,0.3,0.6642
V3,0.15,0.31,0.6642
V3,0.15,0.32,0.6642
V3,0.15,0.33,0.6642
V3,0.15,0.34,0.6642
V3,0.15,0.35,0.6642
V3,0.15,0.36,0.6642
V3,0.15,0.37,0.6642
V3,0.15,0.38,0.6642
V3,0.15,0.39,0.6642
V3,0.15,0.4,0.6642
V3,0.15,0.41,0.6642
V3,0.15,0.42,0.6642
V3,0.15,0.43,0.6642
V3,0.15,0.44,0.6642
V3,0.15,0.45,0.6642
V3,0.15,0.46,0.6642
V3,0.15,0.47,0.6642
V3,0.15,0.48,0.6642
V3,0.15,0.49,0.6642
V3,0.15,0.5,0.6642
V3,0.15,0.51,0.6642
V3,0.15,0.52,0.6642
V3,0.15,0.53,0.6642
V3,0.15,0.54,0.6642
V3,0.15,0.55,0.6642
V3,0.15,0.56,0.6642
V3,0.15,0.57,0.6642
V3,0.15,0.58,0.6642
V3,0.15,0.59,0.6642
V3,0.15,0.6,0.6642
V3,0.15,0.61,0.6642
V3,0.15,0.62,0.6642
V3,0.15,0.63,0.6642
V3,0.15,0.64,0.6642
V3,0.15,0.65,0.6642
V3,0.15,0.66,0.6642
V3,0.15,0.67,0.6642
V3,0.15,0.68,0.6642
V3,0.15,0.69,0.6642
V3,0.15,0.7,0.6642
V3,0.15,0.71,0.6642
V3,0.15,0.72,0.6642
V3,0.15,0.73,0.6642
V3,0.15,0.74,0.6701
V3,0.15,0.75,0.69
V3,0.15,0.76,0.7059
V3,0.15,0.77,0.7127
V3,0.15,0.78,0.731
V3,0.15,0.79,0.7363
V3,0.15,0.8,0.7439
V3,0.15,0.81,0.7531
V3,0.15,0.82,0.7748
V3,0.15,0.83,0.7649
V3,0.15,0.84,0.7617
V3,0.15,0.85,0.7509
V3,0.15,0.86,0.7433
V3,0.15,0.87,0.7283
V3,0.15,0.88,0.7053
V3,0.15,0.89,0.0
V3,0.15,0.9,0.0
V3,0.15,0.91,0.0
V3,0.15,0.92,0.0
V3,0.15,0.93,0.0
V3,0.15,0.94,0.0
V3,0.15,0.95,0.0
V3,0.2,0.05,0.5521
V3,0.2,0.06,0.611
V3,0.2,0.07,0.652
V3,0.2,0.08,0.6543
V3,0.2,0.09,0.6565
V3,0.2,0.1,0.6573
V3,0.2,0.11,0.6584
V3,0.2,0.12,0.6584
V3,0.2,0.13,0.6592
V3,0.2,0.14,0.6604
V3,0.2,0.15,0.6607
V3,0.2,0.16,0.6615
V3,0.2,0.17,0.6623
V3,0.2,0.18,0.6623
V3,0.2,0.19,0.6631
V3,0.2,0.2,0.6634
V3,0.2,0.21,0.6638
V3,0.2,0.22,0.6642
V3,0.2,0.23,0.6642
V3,0.2,0.24,0.6642
V3,0.2,0.25,0.6642
V3,0.2,0.26,0.6642
V3,0.2,0.27,0.6642
V3,0.2,0.28,0.6642
V3,0.2,0.29,0.6642
V3,0.2,0.3,0.6642
V3,0.2,0.31,0.6642
V3,0.2,0.32,0.6642
V3,0.2,0.33,0.6642
V3,0.2,0.34,0.6642
V3,0.2,0.35,0.6642
V3,0.2,0.36,0.6642
V3,0.2,0.37,0.6642
V3,0.2,0.38,0.6642
V3,0.2,0.39,0.6642
V3,0.2,0.4,0.6642
V3,0.2,0.41,0.6642
V3,0.2,0.42,0.6642
V3,0.2,0.43,0.6642
V3,0.2,0.44,0.6642
V3,0.2,0.45,0.6642
V3,0.2,0.46,0.6642
V3,0.2,0.47,0.6642
V3,0.2,0.48,0.6642
V3,0.2,0.49,0.6642
V3,0.2,0.5,0.6642
V3,0.2,0.51,0.6642
V3,0.2,0.52,0.6642
V3,0.2,0.53,0.6642
V3,0.2,0.54,0.6642
V3,0.2,0.55,0.6642
V3,0.2,0.56,0.6642
V3,0.2,0.57,0.6642
V3,0.2,0.58,0.6642
V3,0.2,0.59,0.6642
V3,0.2,0.6,0.6642
V3,0.2,0.61,0.6642
V3,0.2,0.62,0.6642
V3,0.2,0.63,0.6642
V3,0.2,0.64,0.6642
V3,0.2,0.65,0.6642
V3,0.2,0.66,0.6642
V3,0.2,0.67,0.6642
V3,0.2,0.68,0.6642
V3,0.2,0.69,0.6642
V3,0.2,0.7,0.6756
V3,0.2,0.71,0.6888
V3,0.2,0.72,0.7002
V3,0.2,0.73,0.7111
V3,0.2,0.74,0.7147
V3,0.2,0.75,0.7298
V3,0.2,0.76,0.7336
V3,0.2,0.77,0.7424
V3,0.2,0.78,0.7459
V3,0.2,0.79,0.7538
V3,0.2,0.8,0.7675
V3,0.2,0.81,0.7729
V3,0.2,0.82,0.7597
V3,0.2,0.83,0.7601
V3,0.2,0.84,0.753
V3,0.2,0.85,0.747
V3,0.2,0.86,0.7351
V3,0.2,0.87,0.7283
V3,0.2,0.88,0.7129
V3,0.2,0.89,0.6803
V3,0.2,0.9,0.0
V3,0.2,0.91,0.0
V3,0.2,0.92,0.0
V3,0.2,0.93,0.0
V3,0.2,0.94,0.0
V3,0.2,0.95,0.0
V3,0.25,0.05,0.5484
V3,0.25,0.06,0.6461
V3,0.25,0.07,0.6516
V3,0.25,0.08,0.6539
V3,0.25,0.09,0.6562
V3,0.25,0.1,0.6569
V3,0.25,0.11,0.6573
V3,0.25,0.12,0.6584
V3,0.25,0.13,0.6584
V3,0.25,0.14,0.6584
V3,0.25,0.15,0.6596
V3,0.25,0.16,0.6607
V3,0.25,0.17,0.6607
V3,0.25,0.18,0.6615
V3,0.25,0.19,0.6615
V3,0.25,0.2,0.6623
V3,0.25,0.21,0.6623
V3,0.25,0.22,0.6631
V3,0.25,0.23,0.6634
V3,0.25,0.24,0.6638
V3,0.25,0.25,0.6638
V3,0.25,0.26,0.6642
V3,0.25,0.27,0.6642
V3,0.25,0.28,0.6642
V3,0.25,0.29,0.6642
V3,0.25,0.3,0.6642
V3,0.25,0.31,0.6642
V3,0.25,0.32,0.6642
V3,0.25,0.33,0.6642
V3,0.25,0.34,0.6642
V3,0.25,0.35,0.6642
V3,0.25,0.36,0.6642
V3,0.25,0.37,0.6642
V3,0.25,0.38,0.6642
V3,0.25,0.39,0.6642
V3,0.25,0.4,0.6642
V3,0.25,0.41,0.6642
V3,0.25,0.42,0.6642
V3,0.25,0.43,0.6642
V3,0.25,0.44,0.6642
V3,0.25,0.45,0.6642
V3,0.25,0.46,0.6642
V3,0.25,0.47,0.6642
V3,0.25,0.48,0.6642
V3,0.25,0.49,0.6642
V3,0.25,0.5,0.6642
V3,0.25,0.51,0.6642
V3,0.25,0.52,0.6642
V3,0.25,0.53,0.6642
V3,0.25,0.54,0.6642
V3,0.25,0.55,0.6642
V3,0.25,0.56,0.6642
V3,0.25,0.57,0.6642
V3,0.25,0.58,0.6642
V3,0.25,0.59,0.6642
V3,0.25,0.6,0.6642
V3,0.25,0.61,0.6642
V3,0.25,0.62,0.6642
V3,0.25,0.63,0.6642
V3,0.25,0.64,0.6642
V3,0.25,0.65,0.6642
V3,0.25,0.66,0.6776
V3,0.25,0.67,0.6879
V3,0.25,0.68,0.6987
V3,0.25,0.69,0.7057
V3,0.25,0.7,0.7113
V3,0.25,0.71,0.7164
V3,0.25,0.72,0.7291
V3,0.25,0.73,0.7331
V3,0.25,0.74,0.7365
V3,0.25,0.75,0.7432
V3,0.25,0.76,0.7457
V3,0.25,0.77,0.7531
V3,0.25,0.78,0.7628
V3,0.25,0.79,0.7733
V3,0.25,0.8,0.7715
V3,0.25,0.81,0.7567
V3,0.25,0.82,0.7585
V3,0.25,0.83,0.7549
V3,0.25,0.84,0.7515
V3,0.25,0.85,0.7419
V3,0.25,0.86,0.7349
V3,0.25,0.87,0.7274
V3,0.25,0.88,0.719
V3,0.25,0.89,0.6966
V3,0.25,0.9,0.6111
V3,0.25,0.91,0.0
V3,0.25,0.92,0.0
V3,0.25,0.93,0.0
V3,0.25,0.94,0.0
V3,0.25,0.95,0.0
V3,0.3,0.05,0.5865
V3,0.3,0.06,0.6453
V3,0.3,0.07,0.6516
V3,0.3,0.08,0.6531
V3,0.3,0.09,0.6558
V3,0.3,0.1,0.6565
V3,0.3,0.11,0.6573
V3,0.3,0.12,0.6573
V3,0.3,0.13,0.6584
V3,0.3,0.14,0.6584
V3,0.3,0.15,0.6584
V3,0.3,0.16,0.6592
V3,0.3,0.17,0.6596
V3,0.3,0.18,0.6607
V3,0.3,0.19,0.6607
V3,0.3,0.2,0.6615
V3,0.3,0.21,0.6615
V3,0.3,0.22,0.6623
V3,0.3,0.23,0.6623
V3,0.3,0.24,0.6627
