scenario,atk_count,cycle,time_s,node_id,v_idx,is_attacker,label,phi_v1_i,phi_v2_i,phi_v3_i,s_BC,bcn_rate_i,tau_dir,zeta,zscore_v1_i,fanout_i,bcn_count_i,alert_in_i,alert_out_i,fm_count_i,xi_tm_i,detected,hmac_valid,pos_x,pos_y,last_vx,last_vy,ctrl_id,rsu_id
v1a,60,10,20.998,72,67,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1623.923,1808.773,-13.0,-13.0,3,62
v1a,60,10,20.998,73,68,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,801.799,1341.079,11.0,11.0,0,43
v1a,60,10,20.998,74,69,0,benign,0.0,0.0,0.0,0.0,0.190494,1.0,0.0,-0.443346,0.0,4,0,0,0,0.0,0,1,2029.033,1932.953,15.0,15.0,1,63
v1a,60,10,20.998,75,70,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1969.478,1369.328,-18.0,-18.0,2,47
v1a,60,10,20.998,76,71,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1285.214,1908.954,16.0,16.0,3,61
v1a,60,10,20.998,77,72,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2030.61,1432.44,-16.0,-16.0,0,47
v1a,60,10,20.998,78,73,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,886.266,1138.096,18.0,18.0,1,35
v1a,60,10,20.998,79,74,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1999.301,1403.441,13.0,13.0,2,47
v1a,60,10,20.998,80,75,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1937.78,1334.67,-16.0,-16.0,3,47
v1a,60,10,20.998,81,76,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1532.924,1982.924,-12.0,-12.0,0,62
v1a,60,10,20.998,82,77,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1884.014,1632.004,-21.0,-21.0,1,55
v1a,60,10,20.998,83,78,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1633.765,2027.925,-11.0,-11.0,2,62
v1a,60,10,20.998,84,79,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1370.639,1266.889,-17.0,-17.0,3,45
v1a,60,10,20.998,85,80,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1682.755,2079.915,-20.0,-20.0,0,62
v1a,60,10,20.998,86,81,0,benign,0.0,0.0,0.0,0.0,0.190494,1.0,0.0,-0.443346,0.0,4,0,0,0,0.0,0,1,1614.918,1895.058,-18.0,-18.0,1,62
v1a,60,10,20.998,87,82,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1570.269,1970.919,-17.0,-17.0,2,62
v1a,60,10,20.998,88,83,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1241.778,1855.138,-18.0,-18.0,3,60
v1a,60,10,20.998,89,84,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1552.235,1945.915,-20.0,-20.0,0,62
v1a,60,10,20.998,90,85,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1362.987,2177.164,-12.0,-12.0,1,61
v1a,60,10,20.998,91,86,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1665.914,1583.864,-21.0,-21.0,2,54
v1a,60,10,20.998,92,87,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1993.014,2238.201,13.0,13.0,3,63
v1a,60,10,20.998,93,88,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1094.238,1995.768,19.0,19.0,0,60
v1a,60,10,20.998,94,89,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,851.984,2176.531,-15.0,-15.0,1,59
v1a,60,10,20.998,95,90,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1775.018,2108.955,17.0,17.0,2,63
v1a,60,10,20.998,96,91,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1500.021,2372.168,19.0,19.0,3,62
v1a,60,10,20.998,97,92,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1569.954,1437.384,16.0,16.0,0,46
v1a,60,10,20.998,98,93,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,799.017,2146.954,16.0,16.0,1,59
v1a,60,10,20.998,99,94,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1378.661,1228.571,13.0,13.0,2,37
v1a,60,10,20.998,100,95,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,961.436,1116.036,18.0,18.0,3,35
v1a,60,10,20.998,101,96,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1488.925,1754.345,-11.0,-11.0,0,61
v1a,60,10,20.998,102,97,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,788.81,1311.93,-16.0,-16.0,1,43
v1a,60,10,20.998,103,98,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1478.919,1759.059,-17.0,-17.0,2,61
v1a,60,10,20.998,104,99,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,975.285,1542.025,17.0,17.0,3,51
v1a,60,10,20.998,105,100,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,785.431,1309.101,-15.0,-15.0,0,43
v1a,60,10,20.998,106,101,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2068.002,1971.922,-14.0,-14.0,1,63
v1a,60,10,20.998,107,102,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,815.661,1339.961,-15.0,-15.0,2,43
v1a,60,10,20.998,108,103,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1513.95,1963.95,12.0,12.0,3,62
v1a,60,10,20.998,109,104,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2149.903,2051.953,15.0,15.0,0,63
v1a,60,10,20.998,110,105,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1645.205,1311.695,-20.0,-20.0,1,46
v1a,60,10,20.998,111,106,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2105.973,2013.923,-13.0,-13.0,2,63
v1a,60,10,20.998,112,107,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,869.361,1391.691,-15.0,-15.0,3,43
v1a,60,10,20.998,113,108,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1506.953,1956.953,15.0,15.0,0,62
v1a,60,10,20.998,114,109,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2013.963,1969.213,15.0,15.0,1,63
v1a,60,10,20.998,115,110,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1549.952,2195.172,14.0,14.0,2,62
v1a,60,10,20.998,116,111,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1512.922,1962.922,-14.0,-14.0,3,62
v1a,60,10,20.998,117,112,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1510.92,1960.92,-16.0,-16.0,0,62
v1a,60,10,20.998,118,113,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1423.918,1873.918,-18.0,-18.0,1,61
v1a,60,10,20.998,119,114,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1005.531,1651.321,13.0,13.0,2,52
v1a,60,10,20.998,120,115,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1590.384,1546.124,-12.0,-12.0,3,54
v1a,60,10,20.998,121,116,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1602.451,1558.291,-15.0,-15.0,0,54
v1a,60,10,20.998,122,117,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1544.911,1500.851,13.0,13.0,1,54
v1a,60,10,20.998,123,118,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1771.254,1954.954,16.0,16.0,2,63
v1a,60,10,20.998,124,119,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1366.258,1321.868,-18.0,-18.0,3,45
v1a,60,10,20.998,125,120,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1764.215,1147.555,-11.0,-11.0,0,39
v1a,60,10,20.998,126,121,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1031.871,2323.151,13.0,13.0,1,60
v1a,60,10,20.998,127,122,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1720.285,1463.105,17.0,17.0,2,46
v1a,60,10,20.998,128,123,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,817.834,2109.114,-21.0,-21.0,3,59
v1a,60,10,20.998,129,124,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,987.478,1155.818,19.0,19.0,0,35
v1a,60,10,20.998,130,125,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,809.175,1168.725,17.0,17.0,1,35
v1a,60,10,20.998,131,126,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1416.296,1668.526,18.0,18.0,2,53
v1a,60,10,20.998,132,127,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,926.876,1286.796,18.0,18.0,3,43
v1a,60,10,20.998,133,128,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1223.43,2075.65,-16.0,-16.0,0,60
v1a,60,10,20.998,134,129,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,842.161,1202.511,-15.0,-15.0,1,35
v1a,60,10,20.998,135,130,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,830.933,1785.593,15.0,15.0,2,59
v1a,60,10,20.998,136,131,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,825.584,1184.594,-12.0,-12.0,3,35
v1a,60,10,20.998,137,132,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1846.605,1598.375,17.0,17.0,0,55
v1a,60,10,20.998,138,133,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1021.144,2313.264,-12.0,-12.0,1,60
v1a,60,10,20.998,139,134,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2208.4,2109.92,-16.0,-16.0,2,63
v1a,60,10,20.998,140,135,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,973.456,2265.236,18.0,18.0,3,59
v1a,60,10,20.998,141,136,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2090.192,1275.782,14.0,14.0,0,47
v1a,60,10,20.998,142,137,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,920.118,2211.518,19.0,19.0,1,59
v1a,60,10,20.998,143,138,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1500.955,2086.265,17.0,17.0,2,62
v1a,60,10,20.998,144,139,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,929.709,2222.339,-17.0,-17.0,3,59
v1a,60,10,20.998,145,140,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,869.074,1133.464,16.0,16.0,0,35
v1a,60,10,20.998,146,141,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1850.611,1404.981,13.0,13.0,1,47
v1a,60,10,20.998,147,142,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,934.751,1199.561,13.0,13.0,2,35
v1a,60,10,20.998,148,143,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,970.011,1235.311,-15.0,-15.0,3,35
v1a,60,10,20.998,149,144,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1492.949,1579.369,11.0,11.0,0,53
v1a,60,10,20.998,150,145,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1043.535,1307.275,-11.0,-11.0,1,44
v1a,60,10,20.998,151,146,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1361.916,1811.916,-19.0,-19.0,2,61
v1a,60,10,20.998,152,147,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1936.986,2204.813,-13.0,-13.0,3,63
v1a,60,10,20.998,153,148,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1750.059,2048.699,11.0,11.0,0,63
v1a,60,10,20.998,154,149,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1463.914,1913.914,-21.0,-21.0,1,61
v1a,60,10,20.998,155,150,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1496.924,1946.924,-12.0,-12.0,2,61
v1a,60,10,20.998,156,151,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1679.336,1481.966,18.0,18.0,3,46
v1a,60,10,20.998,157,152,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1619.924,2389.574,-12.0,-12.0,0,62
v1a,60,10,20.998,158,153,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1519.918,1969.918,-18.0,-18.0,1,62
v1a,60,10,20.998,159,154,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1769.926,2115.136,-19.0,-19.0,2,63
v1a,60,10,20.998,160,155,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,830.2,2200.08,21.0,21.0,3,59
v1a,60,10,20.998,161,156,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1875.17,2216.14,12.0,12.0,0,63
v1a,60,10,20.998,162,157,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1211.886,1628.786,18.0,18.0,1,52
v1a,60,10,20.998,163,158,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1861.75,2197.78,12.0,12.0,2,63
v1a,60,10,20.998,164,159,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1683.659,2035.229,20.0,20.0,3,62
v1a,60,10,20.998,165,160,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2151.733,2088.503,-13.0,-13.0,0,63
v1a,60,10,20.998,166,161,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1461.591,1223.931,13.0,13.0,1,37
v1a,60,10,20.998,167,162,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1590.923,1149.523,-13.0,-13.0,2,38
v1a,60,10,20.998,168,163,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1688.921,1249.711,-15.0,-15.0,3,38
v1a,60,10,20.998,169,164,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1518.958,1968.958,19.0,19.0,0,62
v1a,60,10,20.998,170,165,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,6,0,0,0,0.0,0,1,1509.914,1073.264,-21.0,-21.0,1,38
v1a,60,10,20.998,171,166,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1680.92,1237.89,-16.0,-16.0,2,38
v1a,60,10,20.998,172,167,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1970.961,1926.211,13.0,13.0,3,63
v1a,60,10,20.998,173,168,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,769.394,2178.414,16.0,16.0,0,59
v1a,60,10,20.998,174,169,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1634.984,2004.591,-15.0,-15.0,1,62
v1a,60,10,20.998,175,170,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2005.339,1410.139,11.0,11.0,2,47
v1a,60,10,20.998,176,171,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1983.791,1730.521,13.0,13.0,3,55
v1a,60,10,20.998,177,172,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2197.259,1944.039,-17.0,-17.0,0,63
v1a,60,10,20.998,178,173,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2058.142,1804.772,14.0,14.0,1,63
v1a,60,10,20.998,179,174,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2100.199,1477.599,-17.0,-17.0,2,47
v1a,60,10,20.998,180,175,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1391.0,2428.983,-16.0,-16.0,3,61
v1a,60,10,20.998,181,176,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1890.506,1931.956,18.0,18.0,0,63
v1a,60,10,20.998,182,177,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1892.356,1935.956,18.0,18.0,1,63
v1a,60,10,20.998,183,178,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1465.952,2061.502,14.0,14.0,2,61
v1a,60,10,20.998,184,179,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1906.841,1952.951,13.0,13.0,3,63
v1a,60,10,20.998,185,180,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1104.921,2058.951,13.0,13.0,0,60
v1a,60,10,20.998,186,181,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1967.695,2005.915,-20.0,-20.0,1,63
v1a,60,10,20.998,187,182,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1639.816,2354.066,-19.0,-19.0,2,62
v1a,60,10,20.998,188,183,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2067.019,2207.956,18.0,18.0,3,63
v1a,60,10,20.998,189,184,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,970.225,1235.675,-20.0,-20.0,0,35
v1a,60,10,20.998,190,185,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1660.862,1241.502,-14.0,-14.0,1,38
v1a,60,10,20.998,191,186,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2171.889,2126.919,-17.0,-17.0,2,63
v1a,60,10,20.998,192,187,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2064.429,2021.959,20.0,20.0,3,63
v1a,60,10,20.998,193,188,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1375.336,1819.566,-19.0,-19.0,0,61
v1a,60,10,20.998,194,189,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1650.025,2116.915,-20.0,-20.0,1,62
v1a,60,10,20.998,195,190,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2051.478,2000.918,-18.0,-18.0,2,63
v1a,60,10,20.998,196,191,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,926.358,1950.438,-18.0,-18.0,3,59
v1a,60,10,20.998,197,192,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,905.05,1929.6,12.0,12.0,0,59
v1a,60,10,20.998,198,193,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,2192.483,2306.273,15.0,15.0,1,63
v1a,60,10,20.998,199,194,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,885.285,1910.375,-20.0,-20.0,2,59
v1a,60,10,20.998,200,195,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,944.524,1430.174,-12.0,-12.0,3,43
v1a,60,10,20.998,201,196,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,924.899,1948.289,11.0,11.0,0,59
v1a,60,10,20.998,202,197,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,775.554,2150.064,-21.0,-21.0,1,59
v1a,60,10,20.998,203,198,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1357.978,1063.698,-20.0,-20.0,2,37
v1a,60,10,20.998,204,199,0,benign,0.0,0.0,0.0,0.0,0.238117,1.0,0.0,0.004297,0.0,5,0,0,0,0.0,0,1,1287.499,1467.979,-19.0,-19.0,3,45
v1a,60,11,22.998,5,0,1,V1,1.0,0.0,0.0,0.0,0.434819,1.0,0.0,2.242515,0.0,10,0,0,0,-1.356801,1,0,1306.85,1974.04,21.0,21.0,0,61
v1a,60,11,22.998,6,1,1,V1,1.0,0.0,0.0,0.0,0.434819,1.0,0.0,2.242515,0.0,10,0,0,0,-1.356801,1,0,1180.394,1599.273,-12.0,-13.0,1,52
v1a,60,11,22.998,7,2,1,V1,1.0,0.0,0.0,0.0,0.434819,1.0,0.0,2.242515,0.0,10,0,0,0,-1.356801,1,0,1210.26,1652.349,-16.0,20.0,2,52
v1a,60,11,22.998,8,3,1,V1,1.0,0.0,0.0,0.0,0.434819,1.0,0.0,2.242515,0.0,10,0,0,0,-1.356801,1,0,1502.811,2220.086,-15.0,18.0,3,62
v1a,60,11,22.998,9,4,1,V1,1.0,0.0,0.0,0.0,0.434819,1.0,0.0,2.242515,0.0,10,0,0,0,-1.356801,1,0,1160.378,1736.639,19.0,11.0,0,52
v1a,60,11,22.998,10,5,1,V1,1.0,0.0,0.0,0.0,0.434819,1.0,0.0,2.242515,0.0,10,0,0,0,-1.356801,1,0,2196.438,2078.955,19.0,17.0,1,63
v1a,60,11,22.998,11,6,1,V1,1.0,0.0,0.0,0.0,0.434819,1.0,0.0,2.242515,0.0,10,0,0,0,-1.356801,1,0,1140.106,1759.313,-19.0,-13.0,2,60
v1a,60,11,22.998,12,7,1,V1,1.0,0.0,0.0,0.0,0.434819,1.0,0.0,2.242515,0.0,10,0,0,0,-1.356801,1,0,1187.189,1805.898,20.0,19.0,3,60
