# EDCF-Shield (our method) results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MCC DECREASES with attack% (Eq 3.4 mobility camouflage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method,scenario,key_type,atk_key_type,atk_count,atk_pct,cycle,row_type,time_s,TP,TN,FP,FN,Accuracy,MCC,F1,Precision,Recall,DetRate_pct,PDR_pct,ch_load_pct,CFSR,PAIR,CDR,EML_trusted_ms,EML_bypass_ms,EML_safe_ms,SO_V2I_bytes,SO_RSU2BC_bytes,MCR,CCR,BLP_throughput_tx_s,BLP_merkle_ms,BLP_multisig_ms,KRP_rekey_ms,KRP_demote_ms,label,detected,hmac_valid_pct,delta_tm_rate,gamma,eps_topo,d_prop,eta_c,phi_v1_net,phi_v2_net,phi_v3_net,n_vehicles_active
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,1,CYCLE,2,2000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0,1,0,0,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,1,CUMULATIVE,2,2000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0,1,0,0,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,2,CYCLE,4,2000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0.5,1,0.25,2,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,2,CUMULATIVE,4,4000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0.5,1,0.25,2,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,3,CYCLE,6,2000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0.5,1,0.3333,2,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,3,CUMULATIVE,6,6000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0.5,1,0.3333,2,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,4,CYCLE,8,2000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0.5,1,0.375,2,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,4,CUMULATIVE,8,8000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0.5,1,0.375,2,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,5,CYCLE,10,2000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0.5,1,0.4,2,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,0,0,5,CUMULATIVE,10,10000,0,0,0,1,0.5,1,1,1,0,100,0,0,0,1,0,0,0,76,1448,0.5,1,0.4,2,0,0,0,benign,0,1,-100,1,0,0,0,0,0,0,200
