264, 0, 0, 0, 0, 0, 0, 0, 0, 200, 64, 
264, 0, 0, 0, 0, 0, 0, 0, 0, 200, 64, 
264, 0, 0, 0, 0, 0, 0, 0, 0, 200, 64, 
264, 0, 0, 0, 0, 0, 0, 0, 0, 200, 64, 
264, 0, 0, 0, 0, 0, 0, 0, 0, 200, 64, 
264, 0, 0, 0, 0, 0, 0, 0, 0, 200, 64, 
264, 0, 0, 0, 0, 0, 0, 0, 0, 200, 64, 
264, 0, 0, 0, 0, 0, 0, 0, 0, 200, 64, 
264, 8, 2164.37, 2041.97, -20, 14, 0, 0, 0, 200, 64, 
264, 9, 1147.09, 1712.29, -17, -16, 0, 0, 0, 200, 64, 
264, 10, 1159.2, 1709.92, 14, 19, 0, 0, 0, 200, 64, 
264, 11, 1470.44, 1993.96, 17, 11, 0, 0, 0, 200, 64, 
264, 12, 1575.9, 1932.89, 11, -19, 0, 0, 0, 200, 64, 
264, 13, 2152.28, 1528.16, -21, 17, 0, 0, 0, 200, 64, 
264, 14, 1597.26, 1990.9, -13, -17, 0, 0, 0, 200, 64, 
264, 15, 1630.96, 2217.19, -19, -14, 0, 0, 0, 200, 64, 
264, 16, 2065.37, 1957.98, -20, 21, 0, 0, 0, 200, 64, 
264, 17, 1516.04, 2305.53, 17, 21, 0, 0, 0, 200, 64, 
264, 18, 989.862, 1523.32, -11, -15, 0, 0, 0, 200, 64, 
264, 19, 2186.46, 2272.58, 13, -15, 0, 0, 0, 200, 64, 
264, 20, 1556.89, 2001.9, -19, -16, 0, 0, 0, 200, 64, 
264, 21, 2190.94, 2281.16, -15, 17, 0, 0, 0, 200, 64, 
264, 22, 1533.63, 1451.51, 18, -19, 0, 0, 0, 200, 64, 
264, 23, 2070.95, 2343.3, -21, 11, 0, 0, 0, 200, 64, 
264, 24, 1579.04, 2048.97, 11, 15, 0, 0, 0, 200, 64, 
264, 25, 1533.47, 1966.97, -18, 15, 0, 0, 0, 200, 64, 
264, 26, 1580.13, 1950.54, -16, -21, 0, 0, 0, 200, 64, 
264, 27, 833.436, 1209.91, 13, 11, 0, 0, 0, 200, 64, 
264, 28, 1517.58, 1973.9, -15, -15, 0, 0, 0, 200, 64, 
264, 29, 1675.15, 1945.73, 17, -16, 0, 0, 0, 200, 64, 
264, 30, 1027.82, 2279.18, -18, 17, 0, 0, 0, 200, 64, 
264, 31, 1691.75, 1853.35, 21, 16, 0, 0, 0, 200, 64, 
264, 32, 930.213, 1309.74, -15, 18, 0, 0, 0, 200, 64, 
264, 33, 1689.21, 2074.36, -19, 21, 0, 0, 0, 200, 64, 
264, 34, 1602.98, 1924.91, 18, -14, 0, 0, 0, 200, 64, 
264, 35, 839.859, 1490.05, 14, 16, 0, 0, 0, 200, 64, 
264, 36, 1743.51, 2213.06, 16, -12, 0, 0, 0, 200, 64, 
264, 37, 910.795, 1474.99, -14, -12, 0, 0, 0, 200, 64, 
264, 38, 1459.98, 1012.99, 19, -16, 0, 0, 0, 200, 64, 
264, 39, 813.782, 1453.05, -20, 15, 0, 0, 0, 200, 64, 
264, 40, 886.788, 1472.99, -17, -11, 0, 0, 0, 200, 64, 
264, 41, 2130.52, 1811.32, -15, -17, 0, 0, 0, 200, 64, 
264, 42, 1897.15, 1997.91, 16, -13, 0, 0, 0, 200, 64, 
264, 43, 1094.37, 1557.89, -14, 11, 0, 0, 0, 200, 64, 
264, 44, 1943.67, 2064.98, -14, 17, 0, 0, 0, 200, 64, 
264, 45, 913.559, 1905.81, 14, 18, 0, 0, 0, 200, 64, 
264, 46, 1143.35, 1487.6, -19, -17, 0, 0, 0, 200, 64, 
264, 47, 1182.77, 1438, 16, -18, 0, 0, 0, 200, 64, 
264, 48, 1058.82, 1496.66, -14, -17, 0, 0, 0, 200, 64, 
264, 49, 1454.97, 1765.05, 14, 17, 0, 0, 0, 200, 64, 
264, 50, 1429.95, 2182.38, -21, 15, 0, 0, 0, 200, 64, 
264, 51, 966.896, 2232.17, 17, 13, 0, 0, 0, 200, 64, 
264, 52, 1444.36, 2133.2, 13, -17, 0, 0, 0, 200, 64, 
264, 53, 1481.09, 2140.47, 19, 13, 0, 0, 0, 200, 64, 
264, 54, 1491.48, 1893.98, 12, 20, 0, 0, 0, 200, 64, 
264, 55, 1292.01, 2283.47, 17, 13, 0, 0, 0, 200, 64, 
264, 56, 1437.46, 2258.47, -19, -17, 0, 0, 0, 200, 64, 
264, 57, 2114.37, 2062.89, -17, -19, 0, 0, 0, 200, 64, 
264, 58, 1473.89, 1769.04, -21, -15, 0, 0, 0, 200, 64, 
264, 59, 1509.89, 2127.75, -20, 12, 0, 0, 0, 200, 64, 
264, 60, 1236.67, 1873.65, 17, 16, 0, 0, 0, 200, 64, 
264, 61, 1972.1, 1936.43, -21, 11, 0, 0, 0, 200, 64, 
264, 62, 1176.82, 1463.85, 20, 16, 0, 0, 0, 200, 64, 
264, 63, 1099.63, 2091.91, 21, -13, 0, 0, 0, 200, 64, 
264, 64, 1524.83, 1954.89, -21, -19, 0, 0, 0, 200, 64, 
264, 65, 1470.49, 1309.1, -17, 19, 0, 0, 0, 200, 64, 
264, 66, 1453.29, 2012.98, 19, 20, 0, 0, 0, 200, 64, 
