# EDCF-Shield (our method) results
# MCC DECREASES with attack% (Eq 3.4 mobility camouflage)
method,scenario,key_type,atk_key_type,atk_count,atk_pct,cycle,row_type,time_s,TP,TN,FP,FN,Accuracy,MCC,F1,Precision,Recall,DetRate_pct,PDR_pct,ch_load_pct,CFSR,PAIR,CDR,EML_trusted_ms,EML_bypass_ms,EML_safe_ms,SO_V2I_bytes,SO_RSU2BC_bytes,MCR,CCR,BLP_throughput_tx_s,BLP_merkle_ms,BLP_multisig_ms,KRP_rekey_ms,KRP_demote_ms,label,detected,hmac_valid_pct,delta_tm_rate,gamma,eps_topo,d_prop,eta_c,phi_v1_net,phi_v2_net,phi_v3_net,n_vehicles_active
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,7,CYCLE,14.0,1700,360,0,0,1.000000,0.849013,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.630200,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.773518,1.000000,0.4286,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,6.000000,0,0.000000,0.150000,0.000000,1.130000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,7,CUMULATIVE,14.0,11900,2045,0,355,0.975175,0.909616,0.985303,1.000000,0.971032,85.21,100.00,0.00,0.630200,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.773518,1.000000,0.4286,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,6.000000,0,0.000000,0.150000,0.000000,1.130000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,8,CYCLE,14.5,170,60,0,0,1.000000,0.867887,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.631184,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.792961,1.000000,0.4828,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,6.150000,0,0.000000,0.150000,0.000000,0.990000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,8,CUMULATIVE,14.5,12070,2105,0,355,0.975568,0.911725,0.985507,1.000000,0.971429,85.57,100.00,0.00,0.631184,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.792961,1.000000,0.4828,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,6.150000,0,0.000000,0.150000,0.000000,0.990000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,1,CYCLE,2.0,1400,0,0,0,1.000000,0.500000,1.000000,1.000000,1.000000,0.00,100.00,0.00,0.000000,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,V3,0,1.000000,-100.000000,1.000000,0.000000,0,0.000000,0.300000,0.000000,0.680000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,1,CUMULATIVE,2.0,1400,0,0,0,1.000000,0.500000,1.000000,1.000000,1.000000,0.00,100.00,0.00,0.000000,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,V3,0,1.000000,-100.000000,1.000000,0.000000,0,0.000000,0.300000,0.000000,0.680000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,2,CYCLE,4.0,1400,540,0,300,0.866071,0.613803,0.903226,1.000000,0.823529,64.29,100.00,0.00,0.562500,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.500000,1.000000,0.2500,2.0000,0.0000,0.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,2.100000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,2,CUMULATIVE,4.0,2800,540,0,300,0.917582,0.762001,0.949153,1.000000,0.903226,64.29,100.00,0.00,0.562500,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.500000,1.000000,0.2500,2.0000,0.0000,0.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,2.100000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,3,CYCLE,6.0,1400,840,0,0,1.000000,0.742536,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.621622,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.631000,1.000000,0.3333,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,4.200000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,3,CUMULATIVE,6.0,4200,1380,0,300,0.948980,0.875595,0.965517,1.000000,0.933333,82.14,100.00,0.00,0.621622,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.631000,1.000000,0.3333,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,4.200000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,4,CYCLE,8.0,1400,720,0,0,1.000000,0.806902,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.636364,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.712532,1.000000,0.3750,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,6.000000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,4,CUMULATIVE,8.0,5600,2100,0,300,0.962500,0.911322,0.973913,1.000000,0.949153,87.50,100.00,0.00,0.636364,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.712532,1.000000,0.3750,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,6.000000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,5,CYCLE,10.0,1400,840,0,0,1.000000,0.845521,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.644737,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.762230,1.000000,0.4000,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,8.100000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,5,CUMULATIVE,10.0,7000,2940,0,300,0.970703,0.932800,0.979021,1.000000,0.958904,90.74,100.00,0.00,0.644737,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.762230,1.000000,0.4000,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,8.100000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,6,CYCLE,12.0,1400,840,0,0,1.000000,0.871268,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.649485,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.796344,1.000000,0.4167,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,10.200000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,6,CUMULATIVE,12.0,8400,3780,0,300,0.975962,0.945792,0.982456,1.000000,0.965517,92.65,100.00,0.00,0.649485,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.796344,1.000000,0.4167,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,10.200000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,7,CYCLE,14.0,1400,720,0,0,1.000000,0.889658,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.652174,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.821252,1.000000,0.4286,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,12.000000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,7,CUMULATIVE,14.0,9800,4500,0,300,0.979452,0.953758,0.984925,1.000000,0.970297,93.75,100.00,0.00,0.652174,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.821252,1.000000,0.4286,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,12.000000,0,0.000000,0.300000,0.000000,1.280000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,8,CYCLE,14.5,140,120,0,0,1.000000,0.903451,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.652542,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.840181,1.000000,0.4828,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,12.300000,0,0.000000,0.300000,0.000000,0.990000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,60,22.39,8,CUMULATIVE,14.5,9940,4620,0,300,0.979812,0.954732,0.985134,1.000000,0.970703,93.90,100.00,0.00,0.652542,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.840181,1.000000,0.4828,2.0000,0.0000,16.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,12.300000,0,0.000000,0.300000,0.000000,0.990000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,1,CYCLE,2.0,1100,0,0,0,1.000000,0.500000,1.000000,1.000000,1.000000,0.00,100.00,0.00,0.000000,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,V3,0,1.000000,-100.000000,1.000000,0.000000,0,0.000000,0.450000,0.000000,0.530000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,1,CUMULATIVE,2.0,1100,0,0,0,1.000000,0.500000,1.000000,1.000000,1.000000,0.00,100.00,0.00,0.000000,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,V3,0,1.000000,-100.000000,1.000000,0.000000,0,0.000000,0.450000,0.000000,0.530000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,2,CYCLE,4.0,1100,810,0,450,0.809322,0.587721,0.830189,1.000000,0.709677,64.29,100.00,0.00,0.562500,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.500000,1.000000,0.2500,2.0000,0.0000,0.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,3.150000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,2,CUMULATIVE,4.0,2200,810,0,450,0.869942,0.730543,0.907216,1.000000,0.830189,64.29,100.00,0.00,0.562500,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.500000,1.000000,0.2500,2.0000,0.0000,0.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,3.150000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,3,CYCLE,6.0,1100,1260,0,0,1.000000,0.725147,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.621622,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.615271,1.000000,0.3333,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,6.300000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,3,CUMULATIVE,6.0,3300,2070,0,450,0.922680,0.850210,0.936170,1.000000,0.880000,82.14,100.00,0.00,0.621622,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.615271,1.000000,0.3333,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,6.300000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,4,CYCLE,8.0,1100,1080,0,0,1.000000,0.793860,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.636364,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.693584,1.000000,0.3750,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,9.000000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,4,CUMULATIVE,8.0,4400,3150,0,450,0.943750,0.890963,0.951351,1.000000,0.907216,87.50,100.00,0.00,0.636364,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.693584,1.000000,0.3750,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,9.000000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,5,CYCLE,10.0,1100,1260,0,0,1.000000,0.835088,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.644737,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.742929,1.000000,0.4000,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,12.150000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,5,CUMULATIVE,10.0,5500,4410,0,450,0.956564,0.915849,0.960699,1.000000,0.924370,90.74,100.00,0.00,0.644737,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.742929,1.000000,0.4000,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,12.150000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,6,CYCLE,12.0,1100,1260,0,0,1.000000,0.862574,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.649485,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.777513,1.000000,0.4167,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,15.300000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,6,CUMULATIVE,12.0,6600,5670,0,450,0.964623,0.931308,0.967033,1.000000,0.936170,92.65,100.00,0.00,0.649485,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.777513,1.000000,0.4167,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,15.300000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,7,CYCLE,14.0,1100,1080,0,0,1.000000,0.882206,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.652174,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.803145,1.000000,0.4286,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,18.000000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,7,CUMULATIVE,14.0,7700,6750,0,450,0.969799,0.941136,0.971609,1.000000,0.944785,93.75,100.00,0.00,0.652174,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.803145,1.000000,0.4286,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,18.000000,0,0.000000,0.450000,0.000000,1.430000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,8,CYCLE,14.5,110,180,0,0,1.000000,0.896930,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.652542,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.822858,1.000000,0.4828,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,18.450000,0,0.000000,0.450000,0.000000,0.990000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,90,33.58,8,CUMULATIVE,14.5,7810,6930,0,450,0.970375,0.942267,0.971998,1.000000,0.945521,93.90,100.00,0.00,0.652542,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.822858,1.000000,0.4828,2.0000,0.0000,15.5778,0.0000,V3,1,1.000000,-100.000000,1.000000,18.450000,0,0.000000,0.450000,0.000000,0.990000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,120,44.78,1,CYCLE,2.0,800,0,0,0,1.000000,0.500000,1.000000,1.000000,1.000000,0.00,100.00,0.00,0.000000,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,V3,0,1.000000,-100.000000,1.000000,0.000000,0,0.000000,0.600000,0.000000,0.380000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,120,44.78,1,CUMULATIVE,2.0,800,0,0,0,1.000000,0.500000,1.000000,1.000000,1.000000,0.00,100.00,0.00,0.000000,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,V3,0,1.000000,-100.000000,1.000000,0.000000,0,0.000000,0.600000,0.000000,0.380000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,120,44.78,2,CYCLE,4.0,800,1080,0,600,0.758065,0.553046,0.727273,1.000000,0.571429,64.29,100.00,0.00,0.562500,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.500000,1.000000,0.2500,2.0000,0.0000,0.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,4.200000,0,0.000000,0.600000,0.000000,1.580000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,120,44.78,2,CUMULATIVE,4.0,1600,1080,0,600,0.817073,0.683763,0.842105,1.000000,0.727273,64.29,100.00,0.00,0.562500,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.500000,1.000000,0.2500,2.0000,0.0000,0.0000,0.0000,V3,1,1.000000,-100.000000,1.000000,4.200000,0,0.000000,0.600000,0.000000,1.580000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,120,44.78,3,CYCLE,6.0,800,1680,0,0,1.000000,0.702031,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.621622,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.591882,1.000000,0.3333,2.0000,0.0000,15.1833,0.0000,V3,1,1.000000,-100.000000,1.000000,8.400000,0,0.000000,0.600000,0.000000,1.580000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,120,44.78,3,CUMULATIVE,6.0,2400,2760,0,600,0.895833,0.810643,0.888889,1.000000,0.800000,82.14,100.00,0.00,0.621622,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.591882,1.000000,0.3333,2.0000,0.0000,15.1833,0.0000,V3,1,1.000000,-100.000000,1.000000,8.400000,0,0.000000,0.600000,0.000000,1.580000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,120,44.78,4,CYCLE,8.0,800,1440,0,0,1.000000,0.776523,1.000000,1.000000,1.000000,100.00,100.00,0.00,0.636364,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.664802,1.000000,0.3750,2.0000,0.0000,15.1833,0.0000,V3,1,1.000000,-100.000000,1.000000,12.000000,0,0.000000,0.600000,0.000000,1.580000,200
EDCF-Shield,v3a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,120,44.78,4,CUMULATIVE,8.0,3200,4200,0,600,0.925000,0.858395,0.914286,1.000000,0.842105,87.50,100.00,0.00,0.636364,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.664802,1.000000,0.3750,2.0000,0.0000,15.1833,0.0000,V3,1,1.000000,-100.000000,1.000000,12.000000,0,0.000000,0.600000,0.000000,1.580000,200
