# EDCF-Shield (our method) results
# MCC DECREASES with attack% (Eq 3.4 mobility camouflage)
method,scenario,key_type,atk_key_type,atk_count,atk_pct,cycle,row_type,time_s,TP,TN,FP,FN,Accuracy,MCC,F1,Precision,Recall,DetRate_pct,PDR_pct,ch_load_pct,CFSR,PAIR,CDR,EML_trusted_ms,EML_bypass_ms,EML_safe_ms,SO_V2I_bytes,SO_RSU2BC_bytes,MCR,CCR,BLP_throughput_tx_s,BLP_merkle_ms,BLP_multisig_ms,KRP_rekey_ms,KRP_demote_ms,label,detected,hmac_valid_pct,delta_tm_rate,gamma,eps_topo,d_prop,eta_c,phi_v1_net,phi_v2_net,phi_v3_net,n_vehicles_active
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,1,CYCLE,2.0,1700,0,0,0,1.000000,0.500000,1.000000,1.000000,1.000000,0.00,100.00,0.00,0.000000,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,V1,0,1.000000,-100.000000,1.000000,0.000000,0,0.000000,0.150000,0.000000,0.000000,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,1,CUMULATIVE,2.0,1700,0,0,0,1.000000,0.500000,1.000000,1.000000,1.000000,0.00,100.00,0.00,0.000000,0.000000,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.0000,0.0000,0.0000,0.0000,0.0000,V1,0,1.000000,-100.000000,1.000000,0.000000,0,0.000000,0.150000,0.000000,0.000000,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,2,CYCLE,4.0,1700,570,0,30,0.986957,0.733096,0.991254,1.000000,0.982659,95.00,79.13,26.09,0.487179,0.495652,1.000000,0.000,0.000,0.000,76,1448,0.500000,1.000000,0.2500,2.0000,0.0000,0.0000,0.0000,V1,1,0.850000,2900.000000,1.000000,0.000000,0,0.150000,0.300000,0.000000,0.000000,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,2,CUMULATIVE,4.0,3400,570,0,30,0.992500,0.970408,0.995608,1.000000,0.991254,95.00,88.00,15.00,0.487179,0.495652,1.000000,0.000,0.000,0.000,76,1448,0.500000,1.000000,0.2500,2.0000,0.0000,0.0000,0.0000,V1,1,0.850000,2900.000000,1.000000,0.000000,0,0.150000,0.300000,0.000000,0.000000,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,3,CYCLE,6.0,1700,600,0,0,1.000000,0.822064,1.000000,1.000000,1.000000,100.00,79.13,26.09,0.493671,0.500000,1.000000,0.000,0.000,0.000,76,1448,0.735204,1.000000,0.3333,2.0000,0.0000,0.0000,0.0000,V1,1,0.809524,3900.000000,1.000000,0.000000,0,0.190476,0.300000,0.000000,0.000000,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,3,CUMULATIVE,6.0,5100,1170,0,30,0.995238,0.984529,0.997067,1.000000,0.994152,97.50,84.76,19.05,0.493671,0.500000,1.000000,0.000,0.000,0.000,76,1448,0.735204,1.000000,0.3333,2.0000,0.0000,0.0000,0.0000,V1,1,0.809524,3900.000000,1.000000,0.000000,0,0.190476,0.300000,0.000000,0.000000,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,4,CYCLE,8.0,1700,600,0,0,1.000000,0.866548,1.000000,1.000000,1.000000,100.00,79.13,26.09,0.495798,0.501416,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.3750,2.0000,0.0000,0.0000,0.0000,V1,1,0.790698,4400.000000,1.000000,0.000000,0,0.209302,0.300000,0.000000,0.000000,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,4,CUMULATIVE,8.0,6800,1770,0,30,0.996512,0.989451,0.997799,1.000000,0.995608,98.33,83.26,20.93,0.495798,0.501416,1.000000,0.000,0.000,0.000,76,1448,0.000000,1.000000,0.3750,2.0000,0.0000,0.0000,0.0000,V1,1,0.790698,4400.000000,1.000000,0.000000,0,0.209302,0.300000,0.000000,0.000000,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,5,CYCLE,10.0,1700,600,0,0,1.000000,0.893238,1.000000,1.000000,1.000000,100.00,79.13,26.09,0.496855,0.502119,1.000000,0.000,0.000,0.000,76,1448,0.989451,1.000000,0.4000,2.0000,0.0000,0.0000,0.0000,V1,1,0.779817,4700.000000,1.000000,0.000000,0,0.220183,0.300000,0.000000,0.000000,200
EDCF-Shield,v1a,FALCON1024+HMAC-SHA512+AES256GCM+DKG4of7,STOLEN_KEY,30,11.19,5,CUMULATIVE,10.0,8500,2370,0,30,0.997248,0.991981,0.998238,1.000000,0.996483,98.75,82.39,22.02,0.496855,0.502119,1.000000,0.000,0.000,0.000,76,1448,0.989451,1.000000,0.4000,2.0000,0.0000,0.0000,0.0000,V1,1,0.779817,4700.000000,1.000000,0.000000,0,0.220183,0.300000,0.000000,0.000000,200
